"codigo","codigoPai","descricao","nivel","ehFolha"
"03028911","0302891","Agulhões (istiophorus spp., tetrapturus spp., makaira spp.)",6,true
"03028912","0302891","Pargo (lutjanus purpureus)",6,true
"0302892","030289","Cherne-poveiro (polyprion americanus), garoupas (acanthistius spp.), esturjão (acipenser baeri) e peixes-rei (atherina spp.)",5,false
"03028921","0302892","Cherne-poveiro (polyprion americanus)",6,true
"03028922","0302892","Garoupas (acanthistius spp.)",6,true
"03028923","0302892","Esturjão (acipenser baeri)",6,true
"03028924","0302892","Peixes-rei (atherina spp.)",6,true
"0302893","030289","Curimatãs (prochilodus spp.), tilápias (tilapia spp., sarotherodon spp., danakilia spp.; seus híbridos), surubins (pseudoplatystoma spp.), traíra (hoplias malabaricus & h. cf. lacerdae), piaus (leporinus spp.), tainhas (mugil spp.), pirarucu (arapaima gigas) e pescadas (cynocion spp.)",5,false
"03028931","0302893","Curimatãs (prochilodus spp.)",6,true
"03028932","0302893","Tilápias (tilapia spp., sarotherodon spp., danakilia spp.; seus híbridos)",6,true
"03028933","0302893","Surubins (pseudoplatystoma spp.)",6,true
"03028934","0302893","Traíra (hoplias malabaricus & h. cf. lacerdae)",6,true
"03028935","0302893","Piaus (leporinus spp.)",6,true
"03028936","0302893","Tainhas (mugil spp.)",6,true
"03028937","0302893","Pirarucu (arapaima gigas)",6,true
"03028938","0302893","Pescadas (cynocion spp.)",6,true
"0302894","030289","Piramutaba (brachyplatystoma vaillantii), dourada (brachyplatystoma flavicans), pacu (piaractus mesopotamicus), tambaqui (colossoma macropomum) e tambacu (híbrido de tambaqui e pacu)",5,false
"03028941","0302894","Piramutaba (brachyplatystoma vaillantii)",6,true
"03028942","0302894","Dourada (brachyplatystoma flavicans)",6,true
"03028943","0302894","Pacu (piaractus mesopotamicus)",6,true
"03028944","0302894","Tambaqui (colossoma macropomum)",6,true
"03028945","0302894","Tambacu (híbrido de tambaqui e pacu)",6,true
"03028990","030289","Outros",5,true
"03029000","0302","Fígados, ovas e sêmen",3,true
"0303","03","Peixes congelados, exceto os filés de peixes e outra carne de peixes da posição 03.04.",2,false
"03031","0303","Salmonídeos, exceto fígados, ovas e sêmen:",3,false
"03031100","03031","Salmão (oncorhynchus nerka)",4,true
"03031200","03031","Outros salmões-do-pacífico (oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou e oncorhynchus rhodurus)",4,true
"03031300","03031","Salmão-do-atlântico (salmo salar) e salmão-do-danúbio (hucho hucho)",4,true
"03031400","03031","Trutas (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache e oncorhynchus chrysogaster)",4,true
"03031900","03031","Outros",4,true
"03032","0303","Tilápias (oreochromis spp.), bagres (pangasius spp., silurus spp., clarias spp., ictalurus spp.), carpas (cyprinus carpio, carassius carassius, ctenopharyngodon idellus, hypophthalmichthys spp., cirrhinus spp., mylopharyngodon piceus), enguias (anguilla spp.), perca-do-nilo (lates niloticus) e peixes cabeça-de-serpente (channa spp.), exceto fígados, ovas e sêmen:",3,false
"03032300","03032","Tilápias (oreochromis spp.)",4,true
"030324","03032","Bagres (pangasius spp., silurus spp., clarias spp., ictalurus spp.)",4,false
"03032410","030324","Bagre (ictalurus puntactus)",5,true
"03032490","030324","Outros",5,true
"03032500","03032","Carpas (cyprinus carpio, carassius carassius, ctenopharyngodon idellus, hypophthalmichthys spp., cirrhinus spp., mylopharyngodon piceus)",4,true
"03032600","03032","Enguias (anguilla spp.)",4,true
"03032900","03032","Outros",4,true
"03033","0303","Peixes chatos (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae e citharidae), exceto fígados, ovas e sêmen:",3,false
"03033100","03033","Linguados-gigantes (reinhardtius hippoglossoides, hippoglossus hippoglossus, hippoglossus stenolepis)",4,true
"03033200","03033","Solha (pleuronectes platessa)",4,true
"03033300","03033","Linguados (solea spp.)",4,true
"03033400","03033","Pregado (psetta maxima)",4,true
"03033900","03033","Outros",4,true
"03034","0303","Atuns (do gênero thunnus), bonito-listrado (euthynnus (katsuwonus) pelamis), exceto fígados, ovas e sêmen:",3,false
"03034100","03034","Albacora-branca (thunnus alalunga)",4,true
"03034200","03034","Albacora-laje (thunnus albacares)",4,true
"03034300","03034","Bonito-listrado",4,true
"03034400","03034","Albacora-bandolim (thunnus obesus)",4,true
"03034500","03034","Atuns azuis (thunnus thynnus, thunnus orientalis)",4,true
"03034600","03034","Atum azul do sul (thunnus maccoyii)",4,true
"03034900","03034","Outros",4,true
"03035","0303","Arenques (clupea harengus, clupea pallasii), sardinhas (sardina pilchardus, sardinops spp., sardinella spp.), anchoveta (sprattus sprattus), cavalinhas (scomber scombrus, scomber australasicus, scomber japonicus), chicharros (trachurus spp.), bijupirá (rachycentron canadum) e espadarte (xiphias gladius), exceto fígados, ovas e sêmen:",3,false
"03035100","03035","Arenques (clupea harengus, clupea pallasii)",4,true
"03035300","03035","Sardinhas (sardina pilchardus, sardinops spp., sardinella spp.), anchoveta (sprattus sprattus)",4,true
"03035400","03035","Cavalinhas (scomber scombrus, scomber australasicus, scomber japonicus)",4,true
"03035500","03035","Chicharros (trachurus spp.)",4,true
"03035600","03035","Bijupirá (rachycentron canadum)",4,true
"03035700","03035","Espadarte (xiphias gladius)",4,true
"03036","0303","Peixes das famílias bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae e muraenolepididae, exceto fígados, ovas e sêmen:",3,false
"03036300","03036","Bacalhau-do-atlântico (gadus mohrua), bacalhau-da-groelândia (gadus ogac) e bacalhau-do-pacífico (gadus macrocephalus)",4,true
"03036400","03036","Haddock ou lubina (melanogrammus aeglefinus)",4,true
"03036500","03036","Saithe (pollachius virens)",4,true
"03036600","03036","Merluzas e abróteas (merluccius spp., urophycis spp.)",4,true
"03036700","03036","Merluza-do-alasca (theragra chalcogramma)",4,true
"03036800","03036","Verdinhos (micromesistius poutassou, micromesistius australis)",4,true
"030369","03036","Outros",4,false
"03036910","030369","Merluza rosada (macruronus magellanicus)",5,true
"03036990","030369","Outros",5,true
"03038","0303","Outros peixes, exceto fígados, ovas e sêmen:",3,false
"030381","03038","Cação e outros tubarões",4,false
"0303811","030381","Tubarão-azul (prionace glauca)",5,false
"03038111","0303811","Inteiro",6,true
"03038112","0303811","Eviscerado, sem cabeça e sem barbatanas",6,true
"03038113","0303811","Em pedaços, com pele",6,true
"03038114","0303811","Em pedaços, sem pele",6,true
"03038119","0303811","Outros",6,true
"03038190","030381","Outros",5,true
"03038200","03038","Raias (rajidae)",4,true
"030383","03038","Merluza negra e merluza antártica (dissostichus spp.)",4,false
"0303831","030383","Merluza negra (dissostichus eleginoides)",5,false
"03038311","0303831","Evisceradas, sem cabeça e sem cauda",6,true
"03038312","0303831","Cabeças",6,true
"03038319","0303831","Outras",6,true
"0303832","030383","Merluza antártica (dissostichus mawsoni)",5,false
"03038321","0303832","Evisceradas, sem cabeça e sem cauda",6,true
"03038322","0303832","Cabeças",6,true
"03038329","0303832","Outras",6,true
"03038400","03038","Robalos (dicentrarchus spp.)",4,true
"030389","03038","Outros",4,false
"03038910","030389","Corvina (micropogonias furnieri)",5,true
"03038920","030389","Pescadas (cynoscion spp.)",5,true
"0303893","030389","Agulhões (istiophorus spp., tetrapturus spp., makaira spp.), pargo (lutjanus purpureus ) e peixe-sapo (lophius gastrophysus)",5,false
"03038931","0303893","Agulhões (istiophorus spp., tetrapturus spp., makaira spp.)",6,true
"03038932","0303893","Pargo (lutjanus purpureus)",6,true
"03038933","0303893","Peixe-sapo (lophius gastrophysus)",6,true
"0303894","030389","Cherne-poveiro (polyprion americanus), garoupas (acanthistius spp.), tainhas (mujil spp.), esturjões (acipenser baeri, acipenser gueldenstaedtii, acipenser persicus, acipenser stellatus), peixes-rei (atherina spp.), merluza rosada (macruronus magellanicus) e nototenias (patagonotothen spp.)",5,false
"03038941","0303894","Cherne-poveiro (polyprion americanus)",6,true
"03038942","0303894","Garoupas (acanthistius spp.)",6,true
"03038943","0303894","Tainhas (mujil spp.)",6,true
"03038944","0303894","Esturjões (acipenser baeri, acipenser gueldenstaedtii, acipenser persicus, acipenser stellatus)",6,true
"03038945","0303894","Peixes-rei (atherina spp.)",6,true
"03038946","0303894","Nototenias (patagonotothen spp.)",6,true
"0303895","030389","Curimatãs (prochilodus spp.), tilápias (tilapia spp., sarotherodon spp., danakilia spp.; seus híbridos), surubins (pseudoplatystoma spp.), traíra (hoplias malabaricus & h. cf. lacerdae), piaus (leporinus spp.), pirarucus (arapaima gigas) e anchoitas (engraulis anchoita)",5,false
"03038951","0303895","Curimatãs (prochilodus spp.)",6,true
"03038952","0303895","Tilápias (tilapia spp., sarotherodon spp., danakilia spp.; seus híbridos)",6,true
"03038953","0303895","Surubins (pseudoplatystoma spp.)",6,true
"03038954","0303895","Traíra (hoplias malabaricus & h. cf. lacerdae)",6,true
"03038955","0303895","Piaus (leporinus spp.)",6,true
"03038956","0303895","Pirarucu (arapaima gigas)",6,true
"03038957","0303895","Anchoita (engraulis anchoita)",6,true
"0303896","030389","Piramutaba (brachyplatystoma vaillantii), dourada (brachyplatystoma flavicans), pacu (piaractus mesopotamicus), tambaqui (colossoma macropomum) e tambacu (híbrido de tambaqui e pacu)",5,false
"03038961","0303896","Piramutaba (brachyplatystoma vaillantii)",6,true
"03038962","0303896","Dourada (brachyplatystoma flavicans)",6,true
"03038963","0303896","Pacu (piaractus mesopotamicus)",6,true
"03038964","0303896","Tambaqui (colossoma macropomum)",6,true
"03038965","0303896","Tambacu (híbrido de tambaqui e pacu)",6,true
"03038990","030389","Outros",5,true
"03039000","0303","Fígados, ovas e sêmen",3,true
"0304","03","Filés de peixes e outra carne de peixes (mesmo picada), frescos, refrigerados ou congelados.",2,false
"03043","0304","Filés de tilápias (oreochromis spp.), bagres (pangasius spp., silurus spp., clarias spp., ictalurus spp.), carpas (cyprinus carpio, carassius carassius, ctenopharyngodon idellus, hypophthalmichthys spp., cirrhinus spp., mylopharyngodon piceus), enguias (anguilla spp.), perca-do-nilo (lates niloticus) e peixes cabeça-de-serpente (channa spp.), frescos ou refrigerados:",3,false
"03043100","03043","Tilápias (oreochromis spp.)",4,true
"030432","03043","Bagres (pangasius spp., silurus spp., clarias spp., ictalurus spp.)",4,false
"03043210","030432","Bagre (ictalurus puntactus)",5,true
"03043290","030432","Outros",5,true
"03043300","03043","Perca-do-nilo (lates niloticus)",4,true
"03043900","03043","Outros",4,true
"03044","0304","Filés de outros peixes, frescos ou refrigerados:",3,false
"03044100","03044","Salmões-do-pacífico (oncorhynchus nerka, oncorhynchus gorbuscha, oncorhynchus keta, oncorhynchus tschawytscha, oncorhynchus kisutch, oncorhynchus masou e oncorhynchus rhodurus), salmão-do-atlântico (salmo salar) e salmão-do-danúbio (hucho hucho)",4,true
"03044200","03044","Trutas (salmo trutta, oncorhynchus mykiss, oncorhynchus clarki, oncorhynchus aguabonita, oncorhynchus gilae, oncorhynchus apache e oncorhynchus chrysogaster)",4,true
"03044300","03044","Peixes chatos (pleuronectidae, bothidae, cynoglossidae, soleidae, scophthalmidae e citharidae)",4,true
"03044400","03044","Peixes das famílias bregmacerotidae, euclichthyidae, gadidae, macrouridae, melanonidae, merlucciidae, moridae e muraenolepididae",4,true
"03044500","03044","Espadarte (xiphias gladius)",4,true
"03044600","03044","Merluza negra e merluza antártica (dissostichus spp.)",4,true
"030449","03044","Outros",4,false
"03044910","030449","Cherne-poveiro (polyprion americanus)",5,true
"03044920","030449","Garoupas (acanthistius spp.)",5,true
"03044990","030449","Outros",5,true
"03045","0304","Outros, frescos ou refrigerados:",3,false
